cat_id,age,gender,size,breed,user_id,rating
45106998,Baby,Female,Medium,American Shorthair,4137,5.0
46543516,Baby,Female,Small,American Shorthair,14742,3.56
44191488,Baby,Male,Medium,American Shorthair,11784,2.97
45066342,Adult,Female,Medium,American Shorthair,1974,5.0
43931258,Young,Male,Medium,American Shorthair,3505,3.18
43270829,Baby,Male,Medium,American Shorthair,10296,2.96
43467391,Baby,Female,Medium,American Shorthair,11842,1.79
46259269,Young,Female,Small,American Shorthair,742,3.19
44918311,Baby,Male,Small,American Shorthair,2061,4.74
46003433,Baby,Female,Medium,American Shorthair,13997,1.84
45221419,Baby,Female,Medium,American Shorthair,5652,2.91
44938465,Young,Male,Medium,American Shorthair,4511,3.65
46000349,Baby,Female,Medium,American Shorthair,6453,3.14
46000332,Baby,Female,Medium,American Shorthair,12459,4.69
43223293,Baby,Male,Medium,American Shorthair,9561,4.0
44822665,Baby,Male,Medium,American Shorthair,8012,1.47
45991918,Baby,Male,Medium,American Shorthair,12824,3.39
43134763,Baby,Female,Small,American Shorthair,8150,2.92
46032127,Baby,Male,Medium,American Shorthair,3415,3.35
43577508,Young,Male,Medium,American Shorthair,13716,2.72
43175398,Baby,Male,Small,American Shorthair,3391,3.87
43282153,Baby,Male,Small,American Shorthair,7233,2.8
44040184,Young,Male,Medium,American Shorthair,11305,5.0
43973406,Adult,Female,Medium,American Shorthair,10540,2.44
45997579,Baby,Female,Medium,American Shorthair,11217,3.96
46002201,Baby,Male,Medium,American Shorthair,1892,2.5
43945861,Young,Female,Small,American Shorthair,7966,3.57
44268041,Young,Female,Medium,American Shorthair,12830,1.56
45994073,Baby,Male,Medium,American Shorthair,14218,4.15
45995190,Baby,Male,Medium,American Shorthair,6149,4.23
46742726,Adult,Female,Small,American Shorthair,13213,3.59
45992791,Baby,Male,Medium,American Shorthair,6292,2.89
45976904,Baby,Female,Medium,American Shorthair,4905,4.33
46352162,Baby,Male,Large,American Shorthair,4493,4.02
46000695,Baby,Female,Medium,American Shorthair,10217,5.0
45994969,Young,Female,Medium,American Shorthair,10144,3.67
43564619,Baby,Male,Large,American Shorthair,14548,3.41
44561911,Adult,Male,Medium,American Shorthair,12589,1.66
45077654,Young,Female,Small,American Shorthair,4452,2.22
45145328,Young,Female,Medium,American Shorthair,3711,2.87
45175246,Baby,Male,Small,American Shorthair,11203,2.91
45276273,Adult,Female,Small,American Shorthair,3895,3.34
45708472,Adult,Female,Medium,American Shorthair,6978,4.04
46276142,Baby,Male,Small,American Shorthair,14327,5.0
45237118,Young,Female,Medium,American Shorthair,7218,5.0
46186384,Young,Male,Medium,American Shorthair,4451,1.85
45139906,Adult,Female,Medium,American Shorthair,13757,3.62
43271243,Young,Female,Small,American Shorthair,423,3.5
45709366,Baby,Male,Medium,American Shorthair,4274,3.7
45992082,Baby,Male,Medium,American Shorthair,4627,3.84
44944662,Young,Male,Medium,American Shorthair,12406,2.64
45308986,Baby,Female,Medium,American Shorthair,14895,3.91
46001954,Baby,Male,Medium,American Shorthair,8398,4.11
44087417,Adult,Male,Large,American Shorthair,7068,5.0
45260089,Adult,Male,Medium,American Shorthair,5344,2.74
46489471,Young,Male,Medium,American Shorthair,5411,3.49
43791419,Young,Male,Large,American Shorthair,11431,3.42
43446578,Adult,Male,Small,American Shorthair,1621,3.06
45065161,Baby,Male,Medium,American Shorthair,14623,3.91
45962573,Young,Female,Medium,American Shorthair,8483,2.27
45996883,Baby,Male,Medium,American Shorthair,3613,4.41
45998830,Baby,Male,Medium,American Shorthair,5084,4.49
45708433,Baby,Female,Medium,American Shorthair,7630,4.28
46059494,Baby,Female,Medium,American Shorthair,7527,5.0
45196663,Baby,Male,Small,American Shorthair,8581,5.0
46499188,Adult,Female,Medium,American Shorthair,1801,4.26
46002464,Baby,Male,Medium,American Shorthair,3497,2.61
45077619,Young,Female,Medium,American Shorthair,2451,1.0
46120484,Baby,Male,Small,American Shorthair,9609,3.18
44573661,Young,Female,Medium,American Shorthair,12093,1.93
45974193,Baby,Male,Medium,American Shorthair,14789,4.44
45145323,Baby,Female,Small,American Shorthair,1016,3.7
45341367,Baby,Female,Small,American Shorthair,7623,4.62
46682449,Baby,Female,Medium,American Shorthair,9033,3.13
45994666,Baby,Male,Medium,American Shorthair,5191,3.67
45465970,Baby,Male,Medium,American Shorthair,10467,3.82
45998151,Baby,Male,Medium,American Shorthair,7257,4.89
45997513,Baby,Male,Medium,American Shorthair,1120,4.42
44040090,Young,Male,Medium,American Shorthair,12281,5.0
45998242,Baby,Female,Medium,American Shorthair,9081,4.6
45804367,Baby,Male,Small,American Shorthair,4629,3.41
45998778,Baby,Male,Medium,American Shorthair,2206,4.15
46698162,Baby,Female,Small,American Shorthair,9333,2.1
45994094,Baby,Female,Medium,American Shorthair,12645,1.43
44890265,Adult,Male,Large,American Shorthair,11206,2.44
45995116,Baby,Female,Medium,American Shorthair,10758,2.59
45996572,Baby,Female,Medium,American Shorthair,11534,4.24
46204600,Baby,Female,Medium,American Shorthair,690,2.51
44248143,Young,Male,Medium,American Shorthair,3497,5.0
46001542,Adult,Female,Medium,American Shorthair,7889,2.37
46659418,Young,Female,Medium,American Shorthair,7484,3.62
45996625,Baby,Female,Medium,American Shorthair,8357,3.11
43791701,Young,Male,Medium,American Shorthair,2947,2.37
45449918,Adult,Female,Large,American Shorthair,6786,5.0
46003912,Baby,Male,Medium,American Shorthair,12108,2.24
44002830,Young,Male,Medium,American Shorthair,8450,1.7
45996605,Baby,Male,Medium,American Shorthair,831,3.69
46532223,Baby,Female,Small,American Shorthair,7419,3.7
44532242,Baby,Female,Medium,American Shorthair,7235,1.95
43357994,Baby,Female,Medium,American Shorthair,217,5.0
46463803,Baby,Female,Medium,American Shorthair,14252,4.01
46649999,Young,Female,Small,American Shorthair,9951,3.33
45368010,Adult,Male,Medium,American Shorthair,2775,1.31
45996799,Young,Male,Medium,American Shorthair,13689,3.6
45995307,Baby,Male,Medium,American Shorthair,1736,3.02
45368021,Adult,Female,Medium,American Shorthair,1982,2.93
45024722,Baby,Male,Small,American Shorthair,6711,2.48
46428518,Baby,Female,Small,American Shorthair,13836,4.12
46349002,Adult,Female,Large,American Shorthair,8423,4.02
45999462,Baby,Female,Medium,American Shorthair,8090,4.97
43864722,Adult,Female,Medium,American Shorthair,927,4.22
45117438,Young,Female,Medium,American Shorthair,10649,2.89
45998785,Baby,Male,Medium,American Shorthair,3031,2.99
45810885,Young,Male,Medium,American Shorthair,10710,3.96
44415819,Adult,Female,Small,American Shorthair,5469,3.69
44044999,Adult,Female,Small,American Shorthair,9014,2.13
44617856,Baby,Female,Medium,American Shorthair,11537,3.67
43204909,Adult,Female,Medium,American Shorthair,5439,2.56
43239437,Adult,Male,Large,American Shorthair,2577,2.48
46000167,Baby,Male,Medium,American Shorthair,10250,2.67
45097041,Baby,Male,Medium,American Shorthair,1634,4.69
44623692,Baby,Male,Medium,American Shorthair,6186,3.3
46555874,Baby,Male,Small,American Shorthair,1696,4.04
46352691,Baby,Male,Large,American Shorthair,11163,1.8
44211406,Adult,Male,Medium,American Shorthair,9074,2.97
45998943,Baby,Female,Medium,American Shorthair,4960,3.78
46186372,Young,Male,Medium,American Shorthair,12152,4.86
43926995,Adult,Male,Medium,American Shorthair,6178,3.17
44971535,Young,Male,Medium,American Shorthair,11801,2.83
45590034,Baby,Female,Medium,American Shorthair,8647,4.82
43041442,Baby,Male,Small,American Shorthair,14839,3.8
45839562,Adult,Female,Medium,American Shorthair,11660,2.67
44600873,Adult,Female,Medium,American Shorthair,2043,2.91
43101162,Young,Female,Medium,American Shorthair,1745,2.07
46001185,Adult,Female,Medium,American Shorthair,2565,3.95
46676343,Baby,Female,Medium,American Shorthair,4121,4.29
46001516,Baby,Male,Medium,American Shorthair,3222,3.22
44447859,Young,Male,Medium,American Shorthair,13099,3.44
46551868,Baby,Male,Small,American Shorthair,2589,3.91
45230075,Baby,Male,Medium,American Shorthair,7447,5.0
45996778,Baby,Male,Medium,American Shorthair,1647,3.93
43153544,Baby,Male,Medium,American Shorthair,12269,2.99
46002581,Baby,Male,Medium,American Shorthair,10611,2.89
45980372,Adult,Female,Medium,American Shorthair,6966,2.57
45269629,Adult,Female,Medium,American Shorthair,816,2.43
45709163,Baby,Male,Small,American Shorthair,14974,5.0
44739000,Young,Male,Medium,American Shorthair,12238,2.59
45250515,Young,Female,Medium,American Shorthair,883,4.51
46243916,Baby,Male,Small,American Shorthair,7111,2.81
45412042,Baby,Male,Medium,American Shorthair,6661,4.14
45894291,Baby,Male,Small,American Shorthair,6410,4.01
43577354,Baby,Female,Medium,American Shorthair,12804,3.27
46644911,Young,Male,Medium,American Shorthair,1798,3.06
45762238,Baby,Male,Medium,American Shorthair,5082,4.44
43079987,Baby,Male,Small,American Shorthair,7175,2.88
45985234,Adult,Male,Medium,American Shorthair,7373,2.21
45131903,Baby,Male,Medium,American Shorthair,14372,5.0
46532806,Baby,Female,Small,American Shorthair,9227,3.2
43019414,Young,Female,Medium,American Shorthair,14760,3.31
43617220,Adult,Male,Small,American Shorthair,1037,1.47
45018798,Adult,Male,Medium,American Shorthair,12074,4.04
42963918,Baby,Male,Medium,American Shorthair,9648,3.69
43222967,Adult,Male,Medium,American Shorthair,14852,3.82
45996932,Baby,Male,Medium,American Shorthair,12912,5.0
45308927,Baby,Female,Medium,American Shorthair,8956,3.63
46279743,Baby,Male,Medium,American Shorthair,1910,1.79
43259596,Young,Female,Medium,American Shorthair,2610,3.2
43753476,Young,Male,Medium,American Shorthair,1795,4.34
43332471,Young,Female,Medium,American Shorthair,6922,3.02
45922829,Baby,Female,Small,American Shorthair,8435,4.76
45135817,Baby,Female,Small,American Shorthair,7694,3.33
45997559,Baby,Male,Medium,American Shorthair,1685,3.54
46658633,Young,Female,Medium,American Shorthair,1339,1.52
44562187,Young,Male,Medium,American Shorthair,6535,3.76
44112426,Adult,Female,Medium,American Shorthair,14149,4.28
46004053,Young,Female,Medium,American Shorthair,1657,4.41
46011994,Adult,Male,Small,American Shorthair,9570,2.67
45818155,Baby,Male,Small,American Shorthair,6305,3.54
45991898,Adult,Female,Medium,American Shorthair,11471,2.64
44956986,Young,Female,Large,American Shorthair,4819,1.65
46559926,Adult,Male,Large,American Shorthair,12565,3.95
46236109,Baby,Male,Small,American Shorthair,2957,3.63
45899089,Adult,Male,Extra Large,American Shorthair,13594,2.76
46001435,Baby,Male,Medium,American Shorthair,5494,2.31
45245559,Baby,Male,Large,American Shorthair,9706,2.95
46547712,Young,Male,Small,American Shorthair,5046,3.99
45996314,Baby,Male,Medium,American Shorthair,13550,2.97
43011946,Baby,Male,Medium,American Shorthair,9720,3.77
46533985,Baby,Male,Small,American Shorthair,9264,3.56
44159154,Adult,Male,Large,American Shorthair,6126,1.66
43500509,Young,Male,Large,American Shorthair,5853,2.98
45994693,Adult,Female,Medium,American Shorthair,11870,2.65
45994591,Adult,Male,Medium,American Shorthair,7833,3.79
44756870,Baby,Male,Medium,American Shorthair,12094,3.82
43996016,Baby,Female,Small,American Shorthair,7766,2.7
45998783,Baby,Male,Medium,American Shorthair,11420,2.46
46711880,Baby,Female,Small,American Shorthair,12113,3.76
44580854,Young,Male,Medium,American Shorthair,11581,3.95
45736071,Baby,Male,Medium,American Shorthair,14215,2.7
46003769,Young,Male,Medium,American Shorthair,7758,4.14
44344977,Young,Female,Small,American Shorthair,5902,3.26
43529824,Adult,Female,Medium,American Shorthair,10810,3.29
45859712,Baby,Male,Large,American Shorthair,11974,3.75
45086466,Baby,Male,Medium,American Shorthair,11510,2.68
45297665,Baby,Female,Small,American Shorthair,2061,4.13
46588730,Adult,Male,Large,American Shorthair,13395,1.73
46457964,Baby,Female,Medium,Domestic Medium Hair,4214,3.22
46608230,Young,Male,Medium,Domestic Medium Hair,12205,4.16
46511405,Young,Male,Medium,Domestic Medium Hair,1821,4.51
46319864,Baby,Male,Medium,Domestic Medium Hair,5267,1.15
46389426,Baby,Male,Medium,Domestic Medium Hair,12676,3.44
46645148,Baby,Female,Small,Domestic Medium Hair,10887,3.03
46380076,Adult,Male,Medium,Domestic Medium Hair,1111,2.46
46364890,Adult,Male,Medium,Domestic Medium Hair,888,3.64
46466847,Adult,Female,Medium,Domestic Medium Hair,11937,3.14
46439599,Baby,Male,Small,Domestic Medium Hair,12538,4.77
46534906,Baby,Female,Medium,Domestic Medium Hair,5356,4.8
46533078,Adult,Male,Large,Domestic Medium Hair,6725,3.18
46606850,Adult,Female,Medium,Domestic Medium Hair,10912,4.43
46646703,Baby,Female,Medium,Domestic Medium Hair,9637,4.26
46732732,Young,Female,Small,Domestic Medium Hair,1393,4.12
46287462,Baby,Male,Small,Domestic Medium Hair,3272,3.98
46687377,Baby,Male,Small,Domestic Medium Hair,3072,3.52
46740643,Baby,Male,Medium,Domestic Medium Hair,11597,3.62
46739594,Baby,Female,Medium,Domestic Medium Hair,12287,2.46
46541313,Young,Female,Medium,Domestic Medium Hair,9909,2.52
46345353,Adult,Female,Medium,Domestic Medium Hair,1788,4.27
46646824,Young,Male,Medium,Domestic Medium Hair,10255,3.51
46739701,Baby,Male,Small,Domestic Medium Hair,5965,2.0
46600780,Baby,Male,Medium,Domestic Medium Hair,9857,4.61
46742768,Baby,Female,Small,Domestic Medium Hair,5398,4.15
46540349,Baby,Male,Small,Domestic Medium Hair,3167,3.17
46724687,Adult,Male,Medium,Domestic Medium Hair,11932,3.48
46674984,Adult,Female,Medium,Domestic Medium Hair,14721,4.5
46423517,Adult,Female,Small,Domestic Medium Hair,11881,1.78
46672883,Young,Male,Large,Domestic Medium Hair,6464,2.61
46466779,Young,Male,Large,Domestic Medium Hair,6852,2.98
46730978,Baby,Male,Small,Domestic Medium Hair,2845,3.6
46299687,Young,Female,Medium,Domestic Medium Hair,5676,4.77
46746382,Young,Female,Small,Domestic Medium Hair,9693,3.75
46608710,Adult,Female,Medium,Domestic Medium Hair,547,2.92
46650427,Baby,Male,Medium,Domestic Medium Hair,6861,2.74
46520506,Baby,Male,Medium,Domestic Medium Hair,13999,3.97
46651120,Adult,Female,Small,Domestic Medium Hair,13778,3.06
46664540,Senior,Male,Large,Domestic Medium Hair,11856,4.07
46588678,Baby,Female,Small,Domestic Medium Hair,3948,3.14
46663185,Baby,Female,Large,Domestic Medium Hair,4182,2.57
46297781,Baby,Female,Small,Domestic Medium Hair,8438,1.06
46292059,Adult,Male,Medium,Domestic Medium Hair,11934,4.12
46727847,Baby,Male,Medium,Domestic Medium Hair,1088,4.31
46707391,Adult,Female,Small,Domestic Medium Hair,1261,2.78
46609335,Adult,Female,Medium,Domestic Medium Hair,11214,2.84
46299801,Baby,Female,Small,Domestic Medium Hair,6740,3.2
46651878,Young,Male,Medium,Domestic Medium Hair,10150,3.28
46603365,Young,Female,Medium,Domestic Medium Hair,4380,4.66
46282919,Young,Female,Medium,Domestic Medium Hair,12117,3.45
46639900,Baby,Female,Medium,Domestic Medium Hair,5787,2.96
46564731,Baby,Female,Medium,Domestic Medium Hair,490,3.33
46477448,Adult,Male,Small,Domestic Medium Hair,4464,3.96
46681948,Adult,Male,Medium,Domestic Medium Hair,10548,2.97
46736182,Adult,Female,Small,Domestic Medium Hair,3259,3.64
46322852,Adult,Female,Small,Domestic Medium Hair,12664,4.21
46455647,Young,Female,Medium,Domestic Medium Hair,6359,3.25
46561252,Young,Female,Small,Domestic Medium Hair,11812,1.6
46436635,Baby,Male,Small,Domestic Medium Hair,50,2.85
46684426,Baby,Female,Small,Domestic Medium Hair,2285,3.15
46608131,Baby,Female,Medium,Domestic Medium Hair,747,4.7
46392358,Baby,Male,Medium,Domestic Medium Hair,5561,3.08
46598605,Baby,Male,Medium,Domestic Medium Hair,7824,3.54
46591962,Young,Male,Large,Domestic Medium Hair,5420,4.66
46632932,Baby,Female,Small,Domestic Medium Hair,4865,2.7
46424793,Senior,Male,Medium,Domestic Medium Hair,11190,4.76
46644957,Baby,Female,Medium,Domestic Medium Hair,12615,3.67
46461988,Baby,Female,Medium,Domestic Medium Hair,6327,3.68
46590682,Baby,Female,Small,Domestic Medium Hair,5984,3.32
46713723,Senior,Male,Medium,Domestic Medium Hair,14847,4.37
46541612,Baby,Male,Medium,Domestic Medium Hair,1539,2.87
46606069,Baby,Male,Small,Domestic Medium Hair,5345,2.37
46369272,Baby,Female,Medium,Domestic Medium Hair,10647,3.56
46418025,Baby,Male,Small,Domestic Medium Hair,9668,3.66
46723978,Young,Female,Medium,Domestic Medium Hair,3690,2.79
46465467,Baby,Male,Medium,Domestic Medium Hair,8143,4.57
46270589,Baby,Male,Medium,Domestic Medium Hair,11777,4.15
46748262,Baby,Female,Small,Domestic Medium Hair,1794,3.78
46597547,Baby,Female,Medium,Domestic Medium Hair,10780,4.59
46639851,Adult,Female,Medium,Domestic Medium Hair,4792,2.66
46590044,Baby,Female,Small,Domestic Medium Hair,6719,3.39
46371996,Baby,Male,Medium,Domestic Medium Hair,11690,2.34
46350720,Baby,Male,Medium,Domestic Medium Hair,11356,3.78
46638342,Baby,Male,Medium,Domestic Medium Hair,4428,3.26
46402494,Baby,Male,Small,Domestic Medium Hair,14306,3.59
46305242,Young,Male,Medium,Domestic Medium Hair,3004,3.02
46730784,Young,Female,Medium,Domestic Medium Hair,11416,5.0
46379034,Adult,Female,Small,Domestic Medium Hair,8212,2.69
46619146,Adult,Female,Medium,Domestic Medium Hair,8991,5.0
46333276,Young,Male,Medium,Domestic Medium Hair,9566,4.64
46608372,Adult,Male,Medium,Domestic Medium Hair,1442,3.13
46698383,Baby,Female,Small,Domestic Medium Hair,2481,2.87
46655683,Baby,Male,Small,Domestic Medium Hair,1078,2.39
46670359,Senior,Female,Small,Domestic Medium Hair,1741,2.49
46674331,Adult,Male,Medium,Domestic Medium Hair,1355,3.3
46598659,Adult,Female,Medium,Domestic Medium Hair,1719,3.57
46560944,Young,Male,Medium,Domestic Medium Hair,8659,2.88
46502570,Baby,Female,Small,Domestic Medium Hair,3236,3.2
46545383,Young,Female,Medium,Domestic Medium Hair,1113,2.62
46348679,Young,Female,Medium,Domestic Medium Hair,5247,3.52
46343225,Baby,Female,Medium,Domestic Medium Hair,10992,4.44
46606021,Baby,Male,Medium,Domestic Medium Hair,6740,4.34
46370608,Baby,Male,Medium,Domestic Medium Hair,3357,4.99
46441984,Baby,Female,Medium,Domestic Medium Hair,10841,3.52
46730851,Baby,Male,Small,Domestic Medium Hair,2194,2.6
46395847,Adult,Male,Medium,Domestic Medium Hair,10846,2.54
46389463,Senior,Male,Large,Domestic Medium Hair,12011,4.52
46599585,Young,Male,Medium,Domestic Medium Hair,12513,3.63
46384669,Young,Female,Medium,Domestic Medium Hair,4791,4.35
46530981,Baby,Female,Medium,Domestic Medium Hair,8935,4.96
46750085,Young,Female,Medium,Domestic Medium Hair,4924,3.6
46629442,Adult,Female,Medium,Domestic Medium Hair,339,3.61
46448896,Adult,Female,Large,Domestic Medium Hair,2400,2.94
46521262,Baby,Male,Large,Domestic Medium Hair,5688,3.68
46366858,Baby,Female,Small,Domestic Medium Hair,837,3.0
46715532,Baby,Female,Small,Domestic Medium Hair,13251,3.12
46614611,Adult,Male,Extra Large,Domestic Medium Hair,4129,4.85
46297420,Adult,Female,Medium,Domestic Medium Hair,2472,2.6
46384711,Young,Female,Medium,Domestic Medium Hair,2121,4.93
46445116,Young,Female,Medium,Domestic Medium Hair,8832,2.71
46287461,Baby,Female,Small,Domestic Medium Hair,9247,3.66
46727031,Baby,Male,Small,Domestic Medium Hair,13482,5.0
46492632,Baby,Male,Small,Domestic Medium Hair,4252,2.79
46602132,Adult,Female,Small,Domestic Medium Hair,909,2.31
46567462,Baby,Male,Medium,Domestic Medium Hair,6180,2.81
46396108,Adult,Female,Medium,Domestic Medium Hair,3142,5.0
46750547,Young,Female,Medium,Domestic Medium Hair,1641,3.8
46436656,Baby,Female,Small,Domestic Medium Hair,11359,3.35
46603918,Baby,Female,Medium,Domestic Medium Hair,2282,1.29
46639850,Baby,Female,Small,Domestic Medium Hair,13894,4.53
46482559,Young,Female,Small,Domestic Medium Hair,8281,4.45
46351432,Adult,Female,Small,Domestic Medium Hair,6972,3.92
46324367,Adult,Female,Small,Domestic Medium Hair,104,4.85
46744509,Young,Female,Medium,Domestic Medium Hair,6877,3.06
46523811,Baby,Male,Small,Domestic Medium Hair,9426,4.36
46704164,Baby,Female,Small,Domestic Medium Hair,2971,4.81
46517868,Adult,Female,Medium,Domestic Medium Hair,12233,3.64
46646774,Baby,Female,Medium,Domestic Medium Hair,9574,2.21
46300949,Young,Male,Small,Domestic Medium Hair,5959,3.8
46547355,Baby,Female,Small,Domestic Medium Hair,8045,4.75
46578571,Adult,Female,Medium,Domestic Medium Hair,12804,2.4
46273875,Adult,Female,Large,Domestic Medium Hair,123,4.26
46750523,Young,Male,Medium,Domestic Medium Hair,11809,1.87
46679288,Baby,Male,Small,Domestic Medium Hair,13303,2.41
46343741,Baby,Male,Medium,Domestic Medium Hair,9940,2.52
46516427,Young,Male,Medium,Domestic Medium Hair,14132,4.0
46523765,Baby,Female,Medium,Domestic Medium Hair,4314,4.51
46680511,Young,Male,Small,Domestic Medium Hair,690,2.62
46720373,Baby,Male,Small,Domestic Medium Hair,7436,2.76
46664398,Baby,Female,Small,Domestic Medium Hair,3222,2.33
46685312,Adult,Male,Medium,Domestic Medium Hair,13786,3.32
46651008,Adult,Male,Large,Domestic Medium Hair,11297,3.42
46611771,Young,Male,Medium,Domestic Medium Hair,9988,4.82
46432727,Baby,Male,Medium,Domestic Medium Hair,1876,2.42
46612360,Baby,Female,Medium,Domestic Medium Hair,12547,4.25
46469912,Baby,Male,Small,Domestic Medium Hair,11679,3.56
46566988,Young,Male,Medium,Domestic Medium Hair,4061,2.63
46656336,Adult,Male,Large,Domestic Medium Hair,11494,3.66
46687485,Baby,Female,Small,Domestic Medium Hair,4892,3.63
46559892,Baby,Female,Medium,Domestic Medium Hair,6316,3.23
46310346,Young,Male,Medium,Domestic Medium Hair,2983,3.88
46740695,Adult,Male,Medium,Domestic Medium Hair,14496,3.54
46745827,Young,Female,Medium,Domestic Medium Hair,37,2.78
46721150,Young,Male,Medium,Domestic Medium Hair,14325,2.99
46456588,Adult,Male,Extra Large,Domestic Medium Hair,3231,3.6
46666552,Baby,Female,Medium,Domestic Medium Hair,9220,2.64
46683865,Adult,Female,Medium,Domestic Medium Hair,14182,2.03
46722112,Adult,Female,Medium,Domestic Medium Hair,13452,3.7
46749481,Adult,Male,Small,Domestic Medium Hair,11544,2.75
46710350,Baby,Male,Medium,Domestic Medium Hair,8221,3.56
46592909,Adult,Female,Small,Domestic Medium Hair,11096,3.56
46747920,Baby,Male,Medium,Domestic Medium Hair,5189,1.67
46647773,Baby,Female,Medium,Domestic Medium Hair,14243,3.35
46680690,Adult,Female,Small,Domestic Medium Hair,508,4.17
46640622,Baby,Male,Small,Domestic Medium Hair,898,5.0
46284178,Baby,Female,Small,Domestic Medium Hair,2922,3.79
46736521,Adult,Female,Large,Domestic Medium Hair,501,4.88
46615063,Adult,Male,Small,Domestic Medium Hair,10341,3.89
46376084,Baby,Female,Medium,Domestic Medium Hair,13657,3.49
46619639,Young,Male,Medium,Domestic Medium Hair,7939,4.25
46288124,Adult,Female,Medium,Domestic Medium Hair,3349,4.51
46727902,Baby,Female,Medium,Domestic Medium Hair,10197,4.34
46350926,Young,Male,Medium,Domestic Medium Hair,3989,2.76
46273287,Baby,Male,Large,Domestic Medium Hair,4657,4.22
46441916,Adult,Female,Medium,Domestic Medium Hair,4382,4.63
46440601,Young,Female,Medium,Domestic Medium Hair,3828,3.2
46275979,Young,Female,Small,Domestic Medium Hair,8895,2.88
46740312,Baby,Female,Small,Domestic Medium Hair,13150,3.59
46749482,Young,Male,Small,Domestic Medium Hair,3686,3.7
46465124,Baby,Female,Medium,Domestic Medium Hair,2869,4.49
46750365,Baby,Female,Small,Domestic Medium Hair,14281,5.0
46493864,Young,Male,Medium,Domestic Medium Hair,14094,2.66
46436416,Young,Male,Medium,Domestic Medium Hair,818,2.42
46675396,Baby,Female,Medium,Domestic Medium Hair,12801,3.07
46572516,Adult,Male,Medium,Domestic Medium Hair,12246,3.07
46598000,Young,Female,Medium,Domestic Medium Hair,14993,4.27
46712366,Adult,Female,Large,Domestic Medium Hair,14182,5.0
46572180,Adult,Male,Medium,Domestic Medium Hair,5742,3.25
46651286,Baby,Male,Small,Domestic Medium Hair,4854,3.75
46705621,Adult,Female,Medium,Domestic Medium Hair,5913,2.43
46288511,Baby,Female,Large,Domestic Medium Hair,11062,3.16
46321267,Adult,Female,Medium,Domestic Medium Hair,10728,3.72
46737574,Baby,Male,Small,Domestic Medium Hair,13654,3.75
46438851,Adult,Female,Medium,Domestic Medium Hair,14504,2.62
46738491,Baby,Male,Medium,Domestic Medium Hair,2340,2.26
46739721,Baby,Female,Small,Domestic Medium Hair,9340,3.35
46592189,Baby,Male,Small,Domestic Medium Hair,11849,1.76
46681136,Young,Male,Small,Domestic Medium Hair,1177,2.57
46476470,Baby,Female,Medium,Domestic Medium Hair,12640,4.47
46417020,Adult,Female,Large,Domestic Medium Hair,1767,4.27
46286192,Young,Male,Medium,Domestic Medium Hair,7306,2.53
46709053,Adult,Female,Medium,Domestic Medium Hair,10925,5.0
46691056,Baby,Male,Small,Domestic Medium Hair,13306,5.0
46534994,Young,Female,Medium,Domestic Medium Hair,10389,2.75
46393483,Baby,Male,Medium,Domestic Medium Hair,1501,3.38
46313272,Adult,Female,Medium,Domestic Medium Hair,3617,3.25
46570430,Adult,Male,Medium,Domestic Medium Hair,12852,3.09
46485776,Adult,Female,Large,Domestic Medium Hair,6472,5.0
46724597,Baby,Male,Medium,Domestic Medium Hair,7674,3.54
46318351,Baby,Female,Medium,Domestic Medium Hair,3708,2.98
46730852,Baby,Male,Small,Domestic Medium Hair,14220,2.86
46662279,Adult,Female,Medium,Domestic Medium Hair,8807,4.83
46593598,Baby,Female,Small,Domestic Medium Hair,3437,3.75
46630198,Adult,Female,Medium,Domestic Medium Hair,14831,4.51
46505008,Baby,Male,Small,Domestic Medium Hair,7715,2.54
46620996,Adult,Male,Large,Domestic Medium Hair,13170,4.22
46425254,Adult,Female,Small,Domestic Medium Hair,5521,4.79
46471529,Young,Male,Medium,Domestic Medium Hair,6515,3.9
46533248,Baby,Male,Small,Domestic Medium Hair,10445,1.6
46662117,Baby,Male,Small,Domestic Medium Hair,2404,3.14
46742048,Young,Female,Small,Domestic Medium Hair,1581,3.28
46367367,Adult,Male,Medium,Domestic Medium Hair,8517,3.28
46566577,Baby,Male,Medium,Domestic Medium Hair,10891,4.36
46740070,Young,Female,Small,Domestic Medium Hair,14481,3.28
46593796,Young,Female,Small,Domestic Medium Hair,12414,4.92
46750030,Young,Male,Medium,Domestic Medium Hair,3293,5.0
46518230,Adult,Female,Small,Domestic Medium Hair,11519,4.24
46352313,Baby,Female,Medium,Domestic Medium Hair,2120,4.23
46576009,Adult,Female,Large,Domestic Medium Hair,1981,3.36
46693992,Young,Male,Medium,Domestic Medium Hair,13221,4.29
46736073,Adult,Male,Medium,Domestic Medium Hair,7113,3.56
46284529,Adult,Male,Medium,Domestic Medium Hair,2140,2.6
46298622,Baby,Female,Small,Domestic Medium Hair,2568,2.18
46335919,Young,Female,Medium,Domestic Medium Hair,12849,3.46
46691172,Baby,Male,Small,Domestic Medium Hair,4477,4.15
46381535,Baby,Female,Small,Domestic Medium Hair,6447,4.07
46360151,Baby,Female,Medium,Domestic Medium Hair,3736,2.59
46718298,Young,Female,Medium,Domestic Medium Hair,11743,4.84
46560316,Baby,Male,Small,Domestic Medium Hair,3095,4.14
46707923,Young,Female,Small,Domestic Medium Hair,1376,2.52
46296323,Young,Male,Medium,Domestic Medium Hair,1222,1.87
